Address,Latitude,Longitude,Category,Name,Area,pred_residents
Waterlooplein 343 C,52.3666233,4.9023222,house,,68,2.0
Waterlooplein 343 D,52.3666143,4.9023223,house,,59,2.0
Waterlooplein 343 E,52.3666054,4.9023371,house,,31,1.0
Waterlooplein 343 F,52.3665964,4.9023372,house,,68,2.0
Waterlooplein 343 G,52.3665785,4.902352,house,,160,4.0
Waterlooplein 345,52.36665,4.9022485,cafe,Green House Namaste,,
Waterlooplein 349,52.3666319,4.902234,house,,144,4.0
Waterlooplein 353,52.3665741,4.9022075,house,,,
Waterlooplein 357,52.3666228,4.9022047,house,,32,1.0
Waterlooplein 359,52.3666049,4.9022196,house,,32,1.0
Waterlooplein 361,52.3666135,4.9021314,public_place,,,
Waterlooplein 363,52.3666046,4.9021462,house,,39,1.0
Waterlooplein 365,52.3665866,4.9021464,house,,39,1.0
Waterlooplein 367,52.3665777,4.9021465,house,,54,2.0
Waterlooplein 369,52.3666044,4.9021022,public_place,,,
Waterlooplein 371,52.366595,4.9019995,house,,41,1.0
Waterlooplein 373,52.3665683,4.9020585,house,,41,1.0
Waterlooplein 375,52.3665593,4.9020586,house,,41,1.0
Waterlooplein 377,52.3665503,4.9020587,house,,44,1.0
Waterlooplein 379,52.3665502,4.9020585,house,,32,1.0
Waterlooplein 381,52.3665413,4.9020588,house,,35,1.0
Waterlooplein 383,52.3665414,4.9020735,house,,35,1.0
Waterlooplein 385,52.3665324,4.9020736,house,,36,1.0
Waterlooplein 387,52.3665324,4.9020734,house,,36,1.0
Waterlooplein 389,52.3665234,4.9020737,house,,39,1.0
Waterlooplein 391,52.3665145,4.9020885,house,,35,1.0
Waterlooplein 393,52.3665055,4.9020886,house,,37,1.0
Waterlooplein 395,52.3665771,4.9019997,house,,86,2.0
Waterlooplein 399,52.3665591,4.9019999,house,,131,4.0
Waterlooplein 403,52.3665498,4.9019266,public_place,,,
Amstel 31,52.3665042,4.9017656,public_place,,,
Waterlooplein 405,52.3665404,4.9018386,house,,41,1.0
Waterlooplein 407,52.3665313,4.9018093,house,,40,1.0
Waterlooplein 409,52.3665222,4.9017654,house,,60,2.0
Amstel 33 A,52.3664773,4.9017952,house,,44,1.0
Amstel 33 B,52.3664773,4.9017954,house,,43,1.0
Amstel 33 C,52.3664809,4.9018264,house,,44,1.0
Amstel 33 D,52.3664782,4.9018243,house,,50,1.0
Amstel 33 E,52.3664832,4.9018225,house,,47,1.0
Amstel 35-2,52.3664324,4.9017958,house,,38,1.0
Amstel 35-3,52.3664324,4.9017959,house,,81,2.0
Amstel 35 H,52.3664325,4.9017961,house,,134,4.0
Amstel 37 A,52.3664056,4.9018254,house,,72,2.0
Amstel 37 B,52.3664056,4.9018256,house,,55,2.0
Amstel 37 C,52.3664057,4.9018258,house,,38,1.0
Amstel 37 D,52.3664057,4.901826,house,,85,2.0
Amstel 41-1,52.3663786,4.9018257,house,,43,1.0
Amstel 41-2,52.3663786,4.9018259,house,,43,1.0
Amstel 41-3,52.3663786,4.9018261,house,,42,1.0
Amstel 41 H,52.3663787,4.9018263,house,,42,1.0
Amstel 41 O,52.3663787,4.9018265,house,,,
Amstel 43-1,52.3663428,4.9018554,house,,94,2.0
Amstel 43 H,52.3663428,4.9018556,office,,,
Amstel 45-1,52.3663069,4.9018705,house,,46,1.0
Amstel 45-2,52.3663069,4.9018707,house,,44,1.0
Amstel 45 H,52.366307,4.9018709,house,,52,2.0
Amstel 47-1,52.36628,4.9018855,house,,80,2.0
Amstel 47 H,52.36628,4.9018857,restaurant,Morena aan de Amstel,,
Jonas DaniÃ«l Meijerplein 2,52.3671606,4.9040342,public_place,,,
Jonas DaniÃ«l Meijerplein 4,52.367053,4.9041088,public_place,,,
A.S. Onderwijzerhof 1,52.367095,4.9033889,house,,50,1.0
A.S. Onderwijzerhof 3,52.3670772,4.9034184,house,,54,2.0
A.S. Onderwijzerhof 5,52.3670681,4.9033891,house,,54,2.0
A.S. Onderwijzerhof 7,52.3670682,4.9033892,house,,54,2.0
A.S. Onderwijzerhof 9,52.3670591,4.9033892,house,,41,1.0
A.S. Onderwijzerhof 11,52.367086,4.9033743,house,,50,1.0
A.S. Onderwijzerhof 13,52.3670771,4.9034037,house,,54,2.0
A.S. Onderwijzerhof 15,52.3670591,4.9034039,house,,54,2.0
A.S. Onderwijzerhof 17,52.3670502,4.9034187,house,,54,2.0
A.S. Onderwijzerhof 19,52.3670413,4.9034335,house,,41,1.0
Nieuwe Amstelstraat 1,52.3671491,4.90378332,museum,Joods Museum,,
Nieuwe Amstelstraat 6,52.3673467,4.9034009,industrial,,,
Nieuwe Amstelstraat 8,52.3673467,4.9034008,industrial,,,
Waterlooplein 211,52.3675342,4.9030758,college,Academie van de Bouwkunst,,
Waterlooplein 213,52.3675342,4.9030757,college,Academie van de Bouwkunst,,
Turfsteeg 4,52.3673001,4.9029755,house,,1,0.0
Nieuwe Amstelstraat 14,52.3672107,4.9031086,public_place,,,
Nieuwe Amstelstraat 16,52.3672284,4.903035,house,,64,2.0
Nieuwe Amstelstraat 18,52.3671925,4.9030354,house,,74,2.0
Nieuwe Amstelstraat 20,52.3671925,4.9030352,house,,51,2.0
Nieuwe Amstelstraat 22,52.3671925,4.903035,house,,52,2.0
Nieuwe Amstelstraat 24,52.3671925,4.9030348,house,,37,1.0
Nieuwe Amstelstraat 25,52.3671563,4.9029918,house,,64,2.0
Nieuwe Amstelstraat 26,52.3672016,4.9030647,house,,70,2.0
Nieuwe Amstelstraat 28,52.3671925,4.9030346,house,,72,2.0
Nieuwe Amstelstraat 30,52.3672014,4.9030206,house,,72,2.0
Nieuwe Amstelstraat 32,52.3672014,4.9030204,house,,72,2.0
Nieuwe Amstelstraat 34,52.3671836,4.9030796,house,,72,2.0
Nieuwe Amstelstraat 36,52.3671654,4.903021,house,,46,1.0
Nieuwe Amstelstraat 38,52.3671021,4.9029189,house,,1,0.0
Nieuwe Amstelstraat 40,52.3670929,4.9028603,house,,51,2.0
Nieuwe Amstelstraat 42,52.3670021,4.9026411,house,,90,2.0
Waterlooplein 239,52.3673265,4.9028431,public_place,,,
Waterlooplein 241,52.3673082,4.9027699,shop,,,
Waterlooplein 243,52.3671999,4.9026536,house,,54,2.0
Waterlooplein 245,52.3671185,4.902537,house,,37,1.0
Waterlooplein 247,52.3671277,4.902581,house,,54,2.0
Waterlooplein 249,52.3671185,4.9025372,house,,37,1.0
Waterlooplein 251,52.3671277,4.9025812,house,,54,2.0
Waterlooplein 253,52.3671278,4.9025814,house,,37,1.0
Waterlooplein 255,52.3671279,4.902625,house,,39,1.0
Waterlooplein 257,52.367128,4.9026252,house,,39,1.0
Waterlooplein 259,52.3671188,4.9026104,house,,39,1.0
Waterlooplein 261,52.3671189,4.9026106,house,,39,1.0
Waterlooplein 263,52.3671189,4.9026108,house,,55,2.0
Waterlooplein 265,52.3671276,4.9025663,house,,55,2.0
Waterlooplein 267,52.3671276,4.9025665,house,,54,2.0
Waterlooplein 269,52.367119,4.902611,house,,37,1.0
Waterlooplein 271,52.367119,4.9026112,house,,39,1.0
Waterlooplein 273,52.3671191,4.9026114,house,,39,1.0
Waterlooplein 275,52.3671277,4.9025667,house,,55,2.0
Waterlooplein 277,52.3671277,4.9025669,house,,54,2.0
Waterlooplein 279,52.3671278,4.9025671,house,,72,2.0
Waterlooplein 281,52.3671278,4.9025673,house,,72,2.0
Waterlooplein 283,52.3671279,4.9025675,house,,72,2.0
Waterlooplein 285,52.3671279,4.9025677,house,,55,2.0
Waterlooplein 287,52.3671279,4.9025679,house,,55,2.0
Waterlooplein 291,52.3670735,4.9025228,house,,87,2.0
Waterlooplein 293,52.3670736,4.902523,house,,87,2.0
Waterlooplein 295,52.3670736,4.9025232,house,,87,2.0
Waterlooplein 297,52.3670645,4.9025229,house,,87,2.0
Waterlooplein 299,52.3670555,4.9025083,house,,87,2.0
Waterlooplein 301,52.3670465,4.9025084,house,,87,2.0
Waterlooplein 303,52.3670464,4.9024937,house,,72,2.0
Waterlooplein 305,52.3670465,4.9024939,house,,87,2.0
Waterlooplein 307,52.3670466,4.9024941,house,,72,2.0
Waterlooplein 309 A,52.367047,4.9026259,house,,35,1.0
Waterlooplein 309 B,52.367047,4.9026406,house,,35,1.0
Waterlooplein 309 C,52.3670381,4.9026553,house,,35,1.0
Waterlooplein 289,52.3670614,4.9024542,industrial,MacBike,,
Waterlooplein 315,52.3669923,4.9024356,house,,34,1.0
Nieuwe Amstelstraat 52,52.3669204,4.9024511,house,,28,1.0
Waterlooplein 319,52.366956,4.9023626,house,,36,1.0
Waterlooplein 321,52.3669561,4.9023773,house,,30,1.0
Waterlooplein 323,52.3669561,4.902392,house,,59,2.0
Waterlooplein 325,52.3669711,4.9023339,hairdresser,Billy Fame,,
Waterlooplein 327,52.3669259,4.9022837,fast_food,Tokoman,,
Waterlooplein 329,52.3669289,4.9023188,house,,25,0.0
Waterlooplein 331,52.3669199,4.9023189,house,,26,1.0
Waterlooplein 333,52.3669109,4.902319,house,,29,1.0
Nieuwe Amstelstraat 60,52.3668933,4.9024073,house,,78,2.0
Nieuwe Amstelstraat 62,52.3668663,4.9024076,house,,25,0.0
Nieuwe Amstelstraat 68,52.3668749,4.9023047,house,,71,2.0
Nieuwe Amstelstraat 70,52.366866,4.9023195,house,,111,4.0
Nieuwe Amstelstraat 72,52.366857,4.9023343,house,,80,2.0
Waterlooplein 337,52.3668747,4.902246,house,,71,2.0
Amstel 1,52.3676145,4.8992878,pub,Amstel1,,
Waterlooplein 2,52.3687017,4.900353,cafe,Bagels & Beans,,
Amstel 3,52.3675952,4.9004322,public_place,,,
Waterlooplein 6,52.3676456,4.9001655,public_place,,,
Waterlooplein 10,52.3682816,4.9012469,public_place,,,
Waterlooplein 12,52.3678217,4.9021954,office,,,
Zwanenburgwal 13,52.3676456,4.9001665,public_place,,,
Zwanenburgwal 15,52.3679154,4.8996064,public_place,,,
Waterlooplein 22,52.3674313,4.9012206,theatre,Opera & Ballet,,
Waterlooplein 28,52.3673905,4.9017199,house,,12796,6.0
Metrostation Waterloopln 1,52.3672413,4.9018015,house,,7936,6.0
Metrostation Waterloopln 2,52.3672594,4.901816,shop,,,
Metrostation Waterloopln 3,52.3672684,4.9018306,shop,,,
Metrostation Waterloopln 4,52.3672864,4.9018451,shop,,,
Metrostation Waterloopln 5,52.3673045,4.9018743,shop,,,
Metrostation Waterloopln 6,52.3673226,4.9018887,public_place,,,
Waterlooplein 207,52.368262,4.9031963,place_of_worship,Mozes en AÃ¤ronkerk,,
Jodenbreestraat 164,52.3685713,4.9031491,office,,,
Jodenbreestraat 166,52.3685894,4.9031194,house,,47,1.0
Jodenbreestraat 168,52.3685807,4.9031435,house,,47,1.0
Jodenbreestraat 170,52.3685748,4.9031372,house,,25,0.0
Jodenbreestraat 172,52.3685854,4.903113,house,,45,1.0
Jodenbreestraat 174,52.3685688,4.9031308,house,,27,1.0
Jodenbreestraat 176,52.368571,4.9031693,house,,27,1.0
Jodenbreestraat 178,52.3682658,4.9029338,house,,26,1.0
Jodenbreestraat 180,52.3682834,4.9029159,house,,26,1.0
Jodenbreestraat 182,52.3682922,4.902911,house,,24,0.0
Jodenbreestraat 184,52.3682747,4.9029385,house,,18,0.0
Jodenbreestraat 186,52.3682952,4.9029206,house,,18,0.0
Jodenbreestraat 188,52.368304,4.9029157,house,,16,0.0
Jodenbreestraat 190,52.3685737,4.9031147,house,,79,2.0
Jodenbreestraat 192,52.3685641,4.9031629,house,,25,0.0
Waterlooplein 205,52.3683775,4.9030648,place_of_worship,Huis van Sant'Egidio,,
Waterlooplein 199,52.3683152,4.9028616,sport,,,
Waterlooplein 201,52.3683422,4.902876,house,,45,1.0
Waterlooplein 203,52.3683603,4.9029052,house,,44,1.0
Waterlooplein 203 A,52.3683061,4.9028324,house,,44,1.0
Waterlooplein 191,52.3683418,4.9027733,house,,71,2.0
Waterlooplein 193,52.3683508,4.9027732,house,,59,2.0
Waterlooplein 195,52.3683598,4.9027877,house,,66,2.0
Waterlooplein 197,52.3683688,4.9027876,house,,1,0.0
Waterlooplein 181,52.3683641,4.9026509,restaurant,LunchcafÃ© Waterloo,,
Waterlooplein 183,52.3683775,4.9026995,house,,54,2.0
Waterlooplein 185,52.3683865,4.902714,house,,48,1.0
Waterlooplein 187,52.3684045,4.9027138,house,,56,2.0
Waterlooplein 189,52.3684135,4.9027284,house,,58,2.0
Waterlooplein 177 E,52.3684489,4.9025812,house,,190,5.0
Waterlooplein 169,52.3684483,4.9024344,newsagent,Primera,,
Waterlooplein 171,52.3684394,4.9024638,house,,101,3.0
Waterlooplein 173,52.3684305,4.9024933,house,,101,3.0
Waterlooplein 175,52.3685027,4.9025659,house,,110,3.0
Houtkopersdwarsstraat 1,52.3687441,4.902255,house,,1,0.0
Houtkopersdwarsstraat 3,52.3688704,4.9023564,public_place,,,
Jodenbreestraat 96,52.3689133,4.9023941,atm,Geldmaat,,
Jodenbreestraat 98,52.3687992,4.9025333,house,,79,2.0
Jodenbreestraat 100,52.3687903,4.9025481,house,,79,2.0
Jodenbreestraat 102,52.3687903,4.9025628,house,,105,3.0
Jodenbreestraat 104,52.3687814,4.9025776,house,,71,2.0
Jodenbreestraat 106,52.3687452,4.9025192,house,,71,2.0
Jodenbreestraat 108,52.3687813,4.9025774,house,,79,2.0
Jodenbreestraat 110,52.3687812,4.9025772,house,,79,2.0
Jodenbreestraat 112,52.3687811,4.9025771,house,,81,2.0
Jodenbreestraat 114,52.3687815,4.9025923,house,,71,2.0
Jodenbreestraat 116,52.3687814,4.9025921,house,,71,2.0
Jodenbreestraat 118,52.3687725,4.9025924,house,,80,2.0
Jodenbreestraat 120,52.3687724,4.9025922,house,,79,2.0
Jodenbreestraat 122,52.3687723,4.902592,house,,81,2.0
Jodenbreestraat 124,52.3687725,4.902607,house,,71,2.0
Jodenbreestraat 126,52.3687724,4.9026068,house,,72,2.0
Jodenbreestraat 128,52.3687636,4.9026071,house,,80,2.0
Waterlooplein 129,52.3686023,4.9021455,cafe,Screaming Beans,,
Jodenbreestraat 130,52.3687636,4.9026218,house,,19,0.0
Waterlooplein 131,52.3685109,4.9023603,shop,,,
Jodenbreestraat 132,52.3687635,4.9026216,house,,82,2.0
Waterlooplein 133,52.3685736,4.9023009,house,,80,2.0
Jodenbreestraat 134,52.3687635,4.9026214,house,,71,2.0
Waterlooplein 135,52.3685557,4.9023304,house,,74,2.0
Jodenbreestraat 136,52.3687547,4.9026366,house,,71,2.0
Waterlooplein 137,52.3685559,4.9023305,house,,70,2.0
Jodenbreestraat 138 A,52.3688082,4.9025332,house,,63,2.0
Jodenbreestraat 138 B,52.3687993,4.9025627,house,,72,2.0
Jodenbreestraat 138 C,52.3687904,4.9025775,house,,93,2.0
Jodenbreestraat 138 D,52.3687815,4.9026069,house,,98,3.0
Waterlooplein 139,52.3685561,4.9023306,house,,63,2.0
Waterlooplein 141,52.3685649,4.9023891,house,,79,2.0
Waterlooplein 143,52.3685651,4.9023891,house,,70,2.0
Waterlooplein 145,52.368565,4.9024037,house,,67,2.0
Waterlooplein 147,52.368556,4.9024038,house,,64,2.0
Waterlooplein 149,52.3685562,4.9024038,house,,80,2.0
Waterlooplein 151,52.3685564,4.9024038,house,,70,2.0
Waterlooplein 153,52.3685561,4.9024185,house,,67,2.0
Waterlooplein 155,52.3685471,4.9024186,house,,63,2.0
Waterlooplein 157,52.3685473,4.9024186,house,,83,2.0
Waterlooplein 159,52.3685471,4.9024333,house,,70,2.0
Waterlooplein 161,52.3685473,4.9024332,house,,71,2.0
Waterlooplein 163,52.3685381,4.9024334,house,,63,2.0
Waterlooplein 165 A,52.3685377,4.9023306,house,,81,2.0
Waterlooplein 165 B,52.3685288,4.9023454,house,,97,3.0
Waterlooplein 165 C,52.3685289,4.9023748,house,,88,2.0
Jodenbreestraat 144,52.3687284,4.9027984,public_place,,,
Jodenbreestraat 146 A,52.3687282,4.9027984,house,,65,2.0
Jodenbreestraat 146 B,52.368728,4.9027984,house,,65,2.0
Jodenbreestraat 146 C,52.3687278,4.9027985,house,,65,2.0
Jodenbreestraat 146 D,52.3687276,4.9027985,house,,65,2.0
Jodenbreestraat 146 E,52.3687274,4.9027985,house,,65,2.0
Jodenbreestraat 146 F,52.3687272,4.9027985,house,,65,2.0
Jodenbreestraat 146 G,52.368727,4.9027985,house,,65,2.0
Jodenbreestraat 146 H,52.3687268,4.9027985,restaurant,MOAK Pancakes - City Center,,
Jodenbreestraat 146 K,52.3687037,4.9028173,house,,65,2.0
Jodenbreestraat 146 L,52.3687085,4.9027905,house,,65,2.0
Jodenbreestraat 148,52.3686927,4.9028575,house,,106,3.0
Jodenbreestraat 152,52.368657,4.9029313,office,,,
Jodenbreestraat 154,52.3686393,4.9029903,house,,1,0.0
Jodenbreestraat 158,52.3685676,4.9030351,sport,,,
Jodenbreestraat 160,52.3685947,4.9030642,house,,63,2.0
Jodenbreestraat 162,52.3686217,4.9030932,house,,63,2.0
Jodenbreestraat 11,52.3691906,4.9027308,supermarket,Jumbo,,
Jodenbreestraat 13,52.3691498,4.9028333,chemist,Etos,,
Jodenbreestraat 15,52.3691194,4.9028914,cafe,Tony's New York City Bagels,,
Jodenbreestraat 17,52.3691156,4.9029851,shop,,,
Jodenbreestraat 19,52.3689384,4.9034774,convenience,Blokker Amsterdam,,
Jodenbreestraat 21,52.3688459,4.9036621,supermarket,Albert Heijn,,
Jodenbreestraat 25,52.368697,4.9039147,office,,,
Valkenburgerstraat 238,52.3689938,4.9040941,parking,Q-Park Waterlooplein,,
Mr. Visserplein 7,52.3679254,4.9042461,public_place,,,
Markenplein 1,52.3683892,4.9055772,university,Nederlandse Film en Televisie Academie,,
Februariplein 1,52.3688242,4.9064535,house,,89,2.0
Februariplein 2,52.3688689,4.9064089,house,,89,2.0
Markenplein 3,52.3687126,4.9055443,house,,67,2.0
Februariplein 3,52.3689047,4.9063645,house,,89,2.0
Markenplein 4,52.3687126,4.9055445,house,,72,2.0
Februariplein 4,52.3689495,4.90632,house,,89,2.0
Markenplein 5,52.3687126,4.9055447,house,,75,2.0
Markenplein 6,52.3687127,4.9055449,house,,67,2.0
Markenplein 7,52.3687127,4.9055451,house,,93,2.0
Markenplein 8,52.3687127,4.9055453,house,,67,2.0
Markenplein 9,52.3687127,4.9055455,house,,72,2.0
Markenplein 10,52.3687127,4.9055457,house,,75,2.0
Markenplein 11,52.3687128,4.9055459,house,,69,2.0
Markenplein 12,52.3687128,4.9055461,house,,93,2.0
Markenplein 13,52.3687128,4.9055463,house,,67,2.0
Markenplein 14,52.3687128,4.9055465,house,,72,2.0
Markenplein 15,52.3687129,4.9055467,house,,75,2.0
Markenplein 16,52.3687129,4.9055469,house,,69,2.0
Markenplein 17,52.3687129,4.9055471,house,,93,2.0
Markenplein 18,52.3687129,4.9055473,house,,67,2.0
Markenplein 19,52.3687129,4.9055475,house,,72,2.0
Markenplein 20,52.368713,4.9055477,house,,75,2.0
Markenplein 21,52.368713,4.9055479,house,,69,2.0
Markenplein 22,52.368713,4.9055481,house,,93,2.0
Markenplein 23,52.368713,4.9055483,house,,97,3.0
Markenplein 24,52.368713,4.9055485,house,,75,2.0
Markenplein 25,52.3687131,4.9055487,house,,69,2.0
Markenplein 26,52.3687131,4.9055489,house,,86,2.0
Markenplein 27,52.3687131,4.9055491,house,,97,3.0
Markenplein 28,52.3687131,4.9055493,house,,75,2.0
Markenplein 29,52.3687132,4.9055495,house,,104,3.0
Markenplein 30 A,52.368471,4.9057965,public_place,,,
Valkenburgerstraat 169,52.3690566,4.9061426,house,,110,3.0
Valkenburgerstraat 171 A,52.3690474,4.906084,house,,51,2.0
Valkenburgerstraat 171 B,52.3690294,4.9060988,house,,51,2.0
Valkenburgerstraat 173,52.3690294,4.9060842,house,,94,2.0
Valkenburgerstraat 175,52.3690719,4.9061818,house,,106,3.0
Valkenburgerstraat 177,52.3690021,4.9059964,house,,110,3.0
Valkenburgerstraat 179,52.3689931,4.9060111,house,,110,3.0
Valkenburgerstraat 181 A,52.36902,4.9060255,house,,96,3.0
Valkenburgerstraat 183,52.3689746,4.9058792,house,,110,3.0
Valkenburgerstraat 185,52.3689476,4.9058648,house,,94,2.0
Valkenburgerstraat 187 A,52.3689203,4.9057917,house,,59,2.0
Valkenburgerstraat 187 B,52.3689202,4.9057919,house,,59,2.0
Valkenburgerstraat 189,52.3689021,4.9057331,house,,110,3.0
Valkenburgerstraat 191,52.3688662,4.9057482,house,,82,2.0
Valkenburgerstraat 193 A,52.368893,4.9057039,house,,51,2.0
Valkenburgerstraat 193 B,52.368911,4.9057037,house,,51,2.0
Valkenburgerstraat 195,52.3688838,4.9056452,house,,115,4.0
Valkenburgerstraat 197,52.3688749,4.90566,house,,128,4.0
Valkenburgerstraat 199 A,52.3688656,4.9056014,house,,47,1.0
Valkenburgerstraat 199 B,52.3688389,4.9056604,house,,47,1.0
Valkenburgerstraat 201 A,52.3689747,4.9058939,shop,,,
Valkenburgerstraat 201 B,52.3689745,4.905894,house,,1,0.0
Valkenburgerstraat 201 C,52.3689743,4.9058941,shop,,,
Valkenburgerstraat 203,52.3688206,4.9055725,house,,90,2.0
Valkenburgerstraat 205,52.3688207,4.9056019,house,,85,2.0
Valkenburgerstraat 207,52.3687937,4.9056022,house,,93,2.0
Valkenburgerstraat 209,52.3687757,4.9055877,house,,89,2.0
Valkenburgerstraat 211,52.3688203,4.9054991,house,,93,2.0
Valkenburgerstraat 213,52.3688114,4.9055139,house,,89,2.0
Valkenburgerstraat 215,52.3687935,4.9055288,house,,93,2.0
Valkenburgerstraat 217,52.3687755,4.9055289,house,,89,2.0
Valkenburgerstraat 219,52.3687574,4.9055145,house,,88,2.0
Rapenburgerstraat 220,52.3687434,4.9064837,house,,67,2.0
Valkenburgerstraat 221,52.3688842,4.9057333,house,,84,2.0
Rapenburgerstraat 222,52.3687344,4.9064691,house,,90,2.0
Valkenburgerstraat 223 B,52.3688475,4.9055575,shop,,,
Valkenburgerstraat 223 C,52.3688475,4.9055577,shop,,,
Valkenburgerstraat 223 D,52.3688372,4.905523,restaurant,Olijfje,,
Rapenburgerstraat 224,52.3687343,4.9064544,house,,77,2.0
Rapenburgerstraat 226,52.3687253,4.9064398,house,,93,2.0
Rapenburgerstraat 228,52.3687162,4.9064253,house,,110,3.0
Rapenburgerstraat 230,52.3687161,4.9064106,house,,80,2.0
Rapenburgerstraat 232,52.3687071,4.906396,house,,93,2.0
Rapenburgerstraat 234,52.3686981,4.9063814,house,,110,3.0
Rapenburgerstraat 236,52.3686981,4.9063812,house,,80,2.0
Rapenburgerstraat 238,52.368689,4.9063668,house,,93,2.0
Rapenburgerstraat 240,52.36868,4.9063522,house,,110,3.0
Rapenburgerstraat 242,52.3686799,4.9063376,house,,97,3.0
Rapenburgerstraat 244,52.3686978,4.906308,house,,760,6.0
Rapenburgerstraat 246,52.3686887,4.9062934,house,,64,2.0
Rapenburgerstraat 248,52.3686797,4.9062788,house,,78,2.0
Rapenburgerstraat 250,52.3686706,4.9062642,house,,78,2.0
Rapenburgerstraat 252,52.3686616,4.9062497,house,,79,2.0
Rapenburgerstraat 254,52.3686526,4.9062498,house,,78,2.0
Rapenburgerstraat 256,52.3686435,4.9062352,house,,79,2.0
Rapenburgerstraat 258,52.3686345,4.9062206,house,,78,2.0
Rapenburgerstraat 260,52.3686254,4.906206,house,,64,2.0
Rapenburgerstraat 262,52.3686164,4.9061914,house,,67,2.0
Rapenburgerstraat 264,52.3686431,4.9061324,house,,76,2.0
Rapenburgerstraat 266,52.3686251,4.9061179,house,,64,2.0
Rapenburgerstraat 268,52.368616,4.9061033,house,,78,2.0
Rapenburgerstraat 270,52.368598,4.9060888,house,,75,2.0
Rapenburgerstraat 272,52.3685889,4.9060596,house,,79,2.0
Rapenburgerstraat 274,52.3685709,4.9060451,house,,75,2.0
Rapenburgerstraat 276,52.3685618,4.9060305,house,,79,2.0
Rapenburgerstraat 278,52.3685438,4.906016,house,,75,2.0
Rapenburgerstraat 280,52.3685347,4.9060014,house,,64,2.0
Rapenburgerstraat 282,52.3685166,4.9059723,house,,67,2.0
Rapenburgerstraat 284,52.3685615,4.9059424,house,,66,2.0
Rapenburgerstraat 286,52.3685525,4.9059425,house,,74,2.0
Rapenburgerstraat 288,52.3685524,4.9059278,house,,55,2.0
Rapenburgerstraat 290,52.3685434,4.9059279,house,,55,2.0
Rapenburgerstraat 292,52.3685344,4.9059133,house,,64,2.0
Rapenburgerstraat 294,52.3685346,4.9059134,house,,66,2.0
Rapenburgerstraat 296,52.3685253,4.9058987,house,,93,2.0
Rapenburgerstraat 298,52.3685253,4.9058841,house,,55,2.0
Rapenburgerstraat 300,52.3685163,4.9058842,house,,55,2.0
Rapenburgerstraat 302,52.3685072,4.9058696,house,,65,2.0
Rapenburgerstraat 304,52.3685074,4.9058697,house,,66,2.0
Rapenburgerstraat 306,52.3684982,4.905855,house,,94,2.0
Rapenburgerstraat 308,52.3684984,4.9058551,house,,55,2.0
Rapenburgerstraat 310,52.3684891,4.9058404,house,,55,2.0
Rapenburgerstraat 312,52.3684801,4.9058258,house,,64,2.0
Rapenburgerstraat 314,52.3684803,4.9058259,house,,66,2.0
Rapenburgerstraat 316,52.368471,4.9058112,house,,94,2.0
Rapenburgerstraat 318,52.3684621,4.9058113,house,,55,2.0
Rapenburgerstraat 320,52.368462,4.9057966,house,,55,2.0
Rapenburgerstraat 322,52.368453,4.9057967,house,,64,2.0
Rapenburgerstraat 324,52.3684529,4.9057821,house,,66,2.0
Rapenburgerstraat 326,52.368444,4.9057822,house,,94,2.0
Februariplein 5,52.3690849,4.9064653,house,,82,2.0
Februariplein 6,52.369085,4.9064651,house,,91,2.0
Februariplein 7,52.3690852,4.906465,house,,82,2.0
Februariplein 8,52.3690853,4.9064648,house,,85,2.0
Februariplein 9,52.3690854,4.9064647,house,,102,3.0
Februariplein 10,52.3690855,4.9064645,house,,109,3.0
Februariplein 11,52.3690857,4.9064644,house,,102,3.0
Februariplein 12,52.3690858,4.9064642,house,,109,3.0
Februariplein 13,52.3690859,4.9064641,house,,78,2.0
Februariplein 14,52.3690861,4.9064639,house,,90,2.0
Valkenburgerstraat 167 A,52.3691654,4.9063763,shop,,,
Rapenburgerstraat 202,52.3688432,4.9067175,house,,69,2.0
Rapenburgerstraat 204,52.3688342,4.9067176,house,,80,2.0
Rapenburgerstraat 206,52.3688253,4.9067324,house,,79,2.0
Rapenburgerstraat 208,52.3688254,4.9067471,house,,93,2.0
